# 本文件由工具生成，勿手改——下次生成会原样覆盖。
# 生成命令：dita-tools upstream-index --out kb/vocab/upstream-nodes.tsv
# 来源版本：DITA-OT 4.4 · oasis-tcs/dita v2.0-beta03 (0a8920b3590e28dd87b1d70dd38d60d8e7406ddd)
# 生成日期：2026-08-18
# 列：source	title	parent	path	url
oasis-archspec	The specializations attribute rules and syntax	Specialization	specification/archSpec/base/specialization-specializations-attribute.dita	https://dita-lang.org/dita/archspec/base/specialization-specializations-attribute
oasis-archspec	Specialization terminology	DITA terminology, notation, and conventions	specification/archSpec/base/specialization-terminology.dita	https://dita-lang.org/dita/archspec/base/specialization-terminology
oasis-archspec	Vocabulary modules	Specialization	specification/archSpec/base/specialization-vocabulary-modules.dita	https://dita-lang.org/dita/archspec/base/specialization-vocabulary-modules
oasis-archspec	Specialization	Configuration and specialization	specification/archSpec/base/specialization.dita	https://dita-lang.org/dita/archspec/base/specialization
oasis-archspec	Subject scheme maps and their usage	DITA maps	specification/archSpec/base/subject-scheme-maps-and-usage.dita	https://dita-lang.org/dita/archspec/base/subject-scheme-maps-and-usage
oasis-archspec	Subject scheme maps	Subject scheme maps and their usage	specification/archSpec/base/subjectSchema.dita	https://dita-lang.org/dita/archspec/base/subjectschema
oasis-archspec	The subjectrefs attribute	Subject scheme maps and their usage	specification/archSpec/base/subjectrefs-attribute.dita	https://dita-lang.org/dita/archspec/base/subjectrefs-attribute
oasis-archspec	Table of contents	Navigation	specification/archSpec/base/table-of-contents.dita	https://dita-lang.org/dita/archspec/base/table-of-contents
oasis-archspec	The translate attribute	Translation and localization	specification/archSpec/base/the-translate-attribute.dita	https://dita-lang.org/dita/archspec/base/the-translate-attribute
oasis-archspec	The Unicode Bidirectional Algorithm	The dir attribute	specification/archSpec/base/the-unicode-bidirectional-algorithm.dita	https://dita-lang.org/dita/archspec/base/the-unicode-bidirectional-algorithm
oasis-archspec	Pushing reusable content to a new location	Content reference (conref)	specification/archSpec/base/theconactionattribute.dita	https://dita-lang.org/dita/archspec/base/theconactionattribute
oasis-archspec	Indirect key-based content reuse	Content reference (conref)	specification/archSpec/base/theconkeyrefattribute.dita	https://dita-lang.org/dita/archspec/base/theconkeyrefattribute
oasis-archspec	Direct URI-based content reuse	Content reference (conref)	specification/archSpec/base/theconrefattribute.dita	https://dita-lang.org/dita/archspec/base/theconrefattribute
oasis-archspec	Reusing a range of elements	Content reference (conref)	specification/archSpec/base/theconrefendattribute.dita	https://dita-lang.org/dita/archspec/base/theconrefendattribute
oasis-archspec	The format attribute	DITA linking	specification/archSpec/base/theformatattribute.dita	https://dita-lang.org/dita/archspec/base/theformatattribute
oasis-archspec	The href attribute	DITA linking	specification/archSpec/base/thehrefattribute.dita	https://dita-lang.org/dita/archspec/base/thehrefattribute
oasis-archspec	Referencing a key with the keyref attribute	Indirect key-based addressing	specification/archSpec/base/thekeyrefattribute.dita	https://dita-lang.org/dita/archspec/base/thekeyrefattribute
oasis-archspec	Setting key names with the keys attribute	Indirect key-based addressing	specification/archSpec/base/thekeysattribute.dita	https://dita-lang.org/dita/archspec/base/thekeysattribute
oasis-archspec	The scope attribute	DITA linking	specification/archSpec/base/thescopeattribute.dita	https://dita-lang.org/dita/archspec/base/thescopeattribute
oasis-archspec	The type attribute	DITA linking	specification/archSpec/base/thetypeattribute.dita	https://dita-lang.org/dita/archspec/base/thetypeattribute
oasis-archspec	Using titles in maps and submaps	DITA maps and their usage	specification/archSpec/base/title-usage-within-maps.dita	https://dita-lang.org/dita/archspec/base/title-usage-within-maps
oasis-archspec	The benefits of a topic-based architecture	DITA topics	specification/archSpec/base/topicbenefits.dita	https://dita-lang.org/dita/archspec/base/topicbenefits
oasis-archspec	Topic content	DITA topics	specification/archSpec/base/topiccontent.dita	https://dita-lang.org/dita/archspec/base/topiccontent
oasis-archspec	The topic as the basic unit of information	DITA topics	specification/archSpec/base/topicdefined.dita	https://dita-lang.org/dita/archspec/base/topicdefined
oasis-archspec	Disciplined, topic-oriented writing	DITA topics	specification/archSpec/base/topicorientation.dita	https://dita-lang.org/dita/archspec/base/topicorientation
oasis-archspec	DITA topics	Overview of DITA	specification/archSpec/base/topicover.dita	https://dita-lang.org/dita/archspec/base/topicover
oasis-archspec	How topicref elements establish hierarchies in a map	DITA maps and their usage	specification/archSpec/base/topicref-creating-hierarchies.dita	https://dita-lang.org/dita/archspec/base/topicref-creating-hierarchies
oasis-archspec	Topic structure	DITA topics	specification/archSpec/base/topicstructure.dita	https://dita-lang.org/dita/archspec/base/topicstructure
oasis-archspec	Translation and localization	Accessibility and translation	specification/archSpec/base/translation.dita	https://dita-lang.org/dita/archspec/base/translation
oasis-archspec	URI-based (direct) addressing	DITA addressing	specification/archSpec/base/uri-based-addressing.dita	https://dita-lang.org/dita/archspec/base/uri-based-addressing
oasis-archspec	Conditional processing attribute values with groups	Conditional processing	specification/archSpec/base/usage-of-conditional-processing-attribute-groups.dita	https://dita-lang.org/dita/archspec/base/usage-of-conditional-processing-attribute-groups
oasis-archspec	Conditional processing attribute values	Conditional processing	specification/archSpec/base/usage-of-conditional-processing-attributes.dita	https://dita-lang.org/dita/archspec/base/usage-of-conditional-processing-attributes
oasis-archspec	Using keys for addressing	Indirect key-based addressing	specification/archSpec/base/using-keys-for-addressing.dita	https://dita-lang.org/dita/archspec/base/using-keys-for-addressing
oasis-archspec	Addressing keys across scopes	Indirect key-based addressing	specification/archSpec/base/using-keys-to-address-keys-across-scopes.dita	https://dita-lang.org/dita/archspec/base/using-keys-to-address-keys-across-scopes
oasis-archspec	Normative versions of DITA grammar files	Introduction	specification/archSpec/base/using-relax-ng.dita	https://dita-lang.org/dita/archspec/base/using-relax-ng
oasis-archspec	The xml:lang attribute	Translation and localization	specification/archSpec/base/xmllang.dita	https://dita-lang.org/dita/archspec/base/xmllang
oasis-langref	Attribute groups	Attributes	specification/langRef/attributes/attribute-groups.dita	https://dita-lang.org/dita/langref/attributes/attribute-groups
oasis-langref	Attributes	Element reference	specification/langRef/attributes/attributes.dita	https://dita-lang.org/dita/langref/attributes/attributes
oasis-langref	Common attributes	Attributes	specification/langRef/attributes/commonAttributes.dita	https://dita-lang.org/dita/langref/attributes/commonattributes
oasis-langref	Universal attribute group	Attributes	specification/langRef/attributes/universalAttributes.dita	https://dita-lang.org/dita/langref/attributes/universalattributes
oasis-langref	abstract	Basic topic elements	specification/langRef/base/abstract.dita	https://dita-lang.org/dita/langref/base/abstract
oasis-langref	alt	Body elements	specification/langRef/base/alt.dita	https://dita-lang.org/dita/langref/base/alt
oasis-langref	area	Utilities domain elements	specification/langRef/base/area.dita	https://dita-lang.org/dita/langref/base/area
oasis-langref	attributedef	Subject scheme elements	specification/langRef/base/attributedef.dita	https://dita-lang.org/dita/langref/base/attributedef
oasis-langref	audience	Descriptive metadata	specification/langRef/base/audience.dita	https://dita-lang.org/dita/langref/base/audience
oasis-langref	audio	Multimedia elements	specification/langRef/base/audio.dita	https://dita-lang.org/dita/langref/base/audio
oasis-langref	author	Descriptive metadata	specification/langRef/base/author.dita	https://dita-lang.org/dita/langref/base/author
oasis-langref	b	Highlighting domain elements	specification/langRef/base/b.dita	https://dita-lang.org/dita/langref/base/b
oasis-langref	body	Basic topic elements	specification/langRef/base/body.dita	https://dita-lang.org/dita/langref/base/body
oasis-langref	bodydiv	Basic topic elements	specification/langRef/base/bodydiv.dita	https://dita-lang.org/dita/langref/base/bodydiv
oasis-langref	brand	Product information metadata	specification/langRef/base/brand.dita	https://dita-lang.org/dita/langref/base/brand
oasis-langref	category	Descriptive metadata	specification/langRef/base/category.dita	https://dita-lang.org/dita/langref/base/category
oasis-langref	cite	Body elements	specification/langRef/base/cite.dita	https://dita-lang.org/dita/langref/base/cite
oasis-langref	colspec	Table elements	specification/langRef/base/colspec.dita	https://dita-lang.org/dita/langref/base/colspec
oasis-langref	component	Product information metadata	specification/langRef/base/component.dita	https://dita-lang.org/dita/langref/base/component
oasis-langref	consequence	Hazard-statement domain elements	specification/langRef/base/consequence.dita	https://dita-lang.org/dita/langref/base/consequence
oasis-langref	coords	Utilities domain elements	specification/langRef/base/coords.dita	https://dita-lang.org/dita/langref/base/coords
oasis-langref	copyrholder	Lifecycle management metadata	specification/langRef/base/copyrholder.dita	https://dita-lang.org/dita/langref/base/copyrholder
oasis-langref	copyright	Lifecycle management metadata	specification/langRef/base/copyright.dita	https://dita-lang.org/dita/langref/base/copyright
oasis-langref	copyryear	Lifecycle management metadata	specification/langRef/base/copyryear.dita	https://dita-lang.org/dita/langref/base/copyryear
oasis-langref	created	Lifecycle management metadata	specification/langRef/base/created.dita	https://dita-lang.org/dita/langref/base/created
oasis-langref	critdates	Lifecycle management metadata	specification/langRef/base/critdates.dita	https://dita-lang.org/dita/langref/base/critdates
oasis-langref	data	Specialization elements	specification/langRef/base/data.dita	https://dita-lang.org/dita/langref/base/data
oasis-langref	dd	Body elements	specification/langRef/base/dd.dita	https://dita-lang.org/dita/langref/base/dd
oasis-langref	ddhd	Body elements	specification/langRef/base/ddhd.dita	https://dita-lang.org/dita/langref/base/ddhd
oasis-langref	defaultSubject	Subject scheme elements	specification/langRef/base/defaultSubject.dita	https://dita-lang.org/dita/langref/base/defaultsubject
oasis-langref	desc	Body elements	specification/langRef/base/desc.dita	https://dita-lang.org/dita/langref/base/desc
oasis-langref	dita	Basic topic elements	specification/langRef/base/dita.dita	https://dita-lang.org/dita/langref/base/dita
oasis-langref	ditavalmeta	DITAVAL-reference domain element	specification/langRef/base/ditavalmeta.dita	https://dita-lang.org/dita/langref/base/ditavalmeta
oasis-langref	ditavalref	DITAVAL-reference domain element	specification/langRef/base/ditavalref.dita	https://dita-lang.org/dita/langref/base/ditavalref
oasis-langref	div	Body elements	specification/langRef/base/div.dita	https://dita-lang.org/dita/langref/base/div
oasis-langref	dl	Body elements	specification/langRef/base/dl.dita	https://dita-lang.org/dita/langref/base/dl
oasis-langref	dlentry	Body elements	specification/langRef/base/dlentry.dita	https://dita-lang.org/dita/langref/base/dlentry
oasis-langref	dlhead	Body elements	specification/langRef/base/dlhead.dita	https://dita-lang.org/dita/langref/base/dlhead
oasis-langref	draft-comment	Body elements	specification/langRef/base/draft-comment.dita	https://dita-lang.org/dita/langref/base/draft-comment
oasis-langref	dt	Body elements	specification/langRef/base/dt.dita	https://dita-lang.org/dita/langref/base/dt
oasis-langref	dthd	Body elements	specification/langRef/base/dthd.dita	https://dita-lang.org/dita/langref/base/dthd
oasis-langref	dvrKeyscopePrefix	DITAVAL-reference domain element	specification/langRef/base/dvrKeyscopePrefix.dita	https://dita-lang.org/dita/langref/base/dvrkeyscopeprefix
oasis-langref	dvrKeyscopeSuffix	DITAVAL-reference domain element	specification/langRef/base/dvrKeyscopeSuffix.dita	https://dita-lang.org/dita/langref/base/dvrkeyscopesuffix
oasis-langref	dvrResourcePrefix	DITAVAL-reference domain element	specification/langRef/base/dvrResourcePrefix.dita	https://dita-lang.org/dita/langref/base/dvrresourceprefix
oasis-langref	dvrResourceSuffix	DITAVAL-reference domain element	specification/langRef/base/dvrResourceSuffix.dita	https://dita-lang.org/dita/langref/base/dvrresourcesuffix
oasis-langref	elementdef	Subject scheme elements	specification/langRef/base/elementdef.dita	https://dita-lang.org/dita/langref/base/elementdef
oasis-langref	em	Emphasis domain elements	specification/langRef/base/em.dita	https://dita-lang.org/dita/langref/base/em
oasis-langref	entry	Table elements	specification/langRef/base/entry.dita	https://dita-lang.org/dita/langref/base/entry
oasis-langref	enumerationdef	Subject scheme elements	specification/langRef/base/enumerationdef.dita	https://dita-lang.org/dita/langref/base/enumerationdef
oasis-langref	example	Body elements	specification/langRef/base/example.dita	https://dita-lang.org/dita/langref/base/example
oasis-langref	fallback	Body elements	specification/langRef/base/fallback.dita	https://dita-lang.org/dita/langref/base/fallback
oasis-langref	featnum	Product information metadata	specification/langRef/base/featnum.dita	https://dita-lang.org/dita/langref/base/featnum
oasis-langref	fig	Body elements	specification/langRef/base/fig.dita	https://dita-lang.org/dita/langref/base/fig
oasis-langref	figgroup	Body elements	specification/langRef/base/figgroup.dita	https://dita-lang.org/dita/langref/base/figgroup
oasis-langref	fn	Body elements	specification/langRef/base/fn.dita	https://dita-lang.org/dita/langref/base/fn
oasis-langref	foreign	Specialization elements	specification/langRef/base/foreign.dita	https://dita-lang.org/dita/langref/base/foreign
oasis-langref	hazardstatement	Hazard-statement domain elements	specification/langRef/base/hazardstatement.dita	https://dita-lang.org/dita/langref/base/hazardstatement
oasis-langref	hazardsymbol	Hazard-statement domain elements	specification/langRef/base/hazardsymbol.dita	https://dita-lang.org/dita/langref/base/hazardsymbol
oasis-langref	howtoavoid	Hazard-statement domain elements	specification/langRef/base/howtoavoid.dita	https://dita-lang.org/dita/langref/base/howtoavoid
oasis-langref	i	Highlighting domain elements	specification/langRef/base/i.dita	https://dita-lang.org/dita/langref/base/i
oasis-langref	image	Body elements	specification/langRef/base/image.dita	https://dita-lang.org/dita/langref/base/image
oasis-langref	imagemap	Utilities domain elements	specification/langRef/base/imagemap.dita	https://dita-lang.org/dita/langref/base/imagemap
oasis-langref	include	Body elements	specification/langRef/base/include.dita	https://dita-lang.org/dita/langref/base/include
oasis-langref	index-see-also	Indexing elements	specification/langRef/base/index-see-also.dita	https://dita-lang.org/dita/langref/base/index-see-also
oasis-langref	index-see	Indexing elements	specification/langRef/base/index-see.dita	https://dita-lang.org/dita/langref/base/index-see
oasis-langref	indexterm	Indexing elements	specification/langRef/base/indexterm.dita	https://dita-lang.org/dita/langref/base/indexterm
oasis-langref	keydef	Mapgroup domain elements	specification/langRef/base/keydef.dita	https://dita-lang.org/dita/langref/base/keydef
oasis-langref	keytext	Basic map elements	specification/langRef/base/keytext.dita	https://dita-lang.org/dita/langref/base/keytext
oasis-langref	keyword	Body elements	specification/langRef/base/keyword.dita	https://dita-lang.org/dita/langref/base/keyword
oasis-langref	keywords	Descriptive metadata	specification/langRef/base/keywords.dita	https://dita-lang.org/dita/langref/base/keywords
oasis-langref	li	Body elements	specification/langRef/base/li.dita	https://dita-lang.org/dita/langref/base/li
oasis-langref	line-through	Highlighting domain elements	specification/langRef/base/line-through.dita	https://dita-lang.org/dita/langref/base/line-through
oasis-langref	lines	Body elements	specification/langRef/base/lines.dita	https://dita-lang.org/dita/langref/base/lines
oasis-langref	link	Related links elements	specification/langRef/base/link.dita	https://dita-lang.org/dita/langref/base/link
oasis-langref	linkinfo	Related links elements	specification/langRef/base/linkinfo.dita	https://dita-lang.org/dita/langref/base/linkinfo
oasis-langref	linklist	Related links elements	specification/langRef/base/linklist.dita	https://dita-lang.org/dita/langref/base/linklist
oasis-langref	linkpool	Related links elements	specification/langRef/base/linkpool.dita	https://dita-lang.org/dita/langref/base/linkpool
oasis-langref	linktext	Related links elements	specification/langRef/base/linktext.dita	https://dita-lang.org/dita/langref/base/linktext
oasis-langref	linktitle	Alternative-titles domain elements	specification/langRef/base/linktitle.dita	https://dita-lang.org/dita/langref/base/linktitle
oasis-langref	longdescref	Body elements	specification/langRef/base/longdescref.dita	https://dita-lang.org/dita/langref/base/longdescref
oasis-langref	lq	Body elements	specification/langRef/base/lq.dita	https://dita-lang.org/dita/langref/base/lq
oasis-langref	map	Basic map elements	specification/langRef/base/map.dita	https://dita-lang.org/dita/langref/base/map
oasis-langref	mapref	Mapgroup domain elements	specification/langRef/base/mapref.dita	https://dita-lang.org/dita/langref/base/mapref
oasis-langref	mapresources	Mapgroup domain elements	specification/langRef/base/mapresources.dita	https://dita-lang.org/dita/langref/base/mapresources
oasis-langref	media-source	Multimedia elements	specification/langRef/base/media-source.dita	https://dita-lang.org/dita/langref/base/media-source
oasis-langref	media-track	Multimedia elements	specification/langRef/base/media-track.dita	https://dita-lang.org/dita/langref/base/media-track
oasis-langref	messagepanel	Hazard-statement domain elements	specification/langRef/base/messagepanel.dita	https://dita-lang.org/dita/langref/base/messagepanel
oasis-langref	metadata	Lifecycle management metadata	specification/langRef/base/metadata.dita	https://dita-lang.org/dita/langref/base/metadata
oasis-langref	navref	Basic map elements	specification/langRef/base/navref.dita	https://dita-lang.org/dita/langref/base/navref
oasis-langref	navtitle	Alternative-titles domain elements	specification/langRef/base/navtitle.dita	https://dita-lang.org/dita/langref/base/navtitle
oasis-langref	no-topic-nesting	Specialization elements	specification/langRef/base/no-topic-nesting.dita	https://dita-lang.org/dita/langref/base/no-topic-nesting
oasis-langref	note	Body elements	specification/langRef/base/note.dita	https://dita-lang.org/dita/langref/base/note
oasis-langref	object	Body elements	specification/langRef/base/object.dita	https://dita-lang.org/dita/langref/base/object
oasis-langref	ol	Body elements	specification/langRef/base/ol.dita	https://dita-lang.org/dita/langref/base/ol
oasis-langref	othermeta	Descriptive metadata	specification/langRef/base/othermeta.dita	https://dita-lang.org/dita/langref/base/othermeta
oasis-langref	overline	Highlighting domain elements	specification/langRef/base/overline.dita	https://dita-lang.org/dita/langref/base/overline
oasis-langref	p	Body elements	specification/langRef/base/p.dita	https://dita-lang.org/dita/langref/base/p
oasis-langref	param	Body elements	specification/langRef/base/param.dita	https://dita-lang.org/dita/langref/base/param
oasis-langref	permissions	Lifecycle management metadata	specification/langRef/base/permissions.dita	https://dita-lang.org/dita/langref/base/permissions
oasis-langref	ph	Body elements	specification/langRef/base/ph.dita	https://dita-lang.org/dita/langref/base/ph
oasis-langref	platform	Product information metadata	specification/langRef/base/platform.dita	https://dita-lang.org/dita/langref/base/platform
oasis-langref	pre	Body elements	specification/langRef/base/pre.dita	https://dita-lang.org/dita/langref/base/pre
oasis-langref	prodinfo	Descriptive metadata	specification/langRef/base/prodinfo.dita	https://dita-lang.org/dita/langref/base/prodinfo
oasis-langref	prodname	Descriptive metadata	specification/langRef/base/prodname.dita	https://dita-lang.org/dita/langref/base/prodname
oasis-langref	prognum	Descriptive metadata	specification/langRef/base/prognum.dita	https://dita-lang.org/dita/langref/base/prognum
oasis-langref	prolog	Basic topic elements	specification/langRef/base/prolog.dita	https://dita-lang.org/dita/langref/base/prolog
oasis-langref	publisher	Descriptive metadata	specification/langRef/base/publisher.dita	https://dita-lang.org/dita/langref/base/publisher
oasis-langref	q	Body elements	specification/langRef/base/q.dita	https://dita-lang.org/dita/langref/base/q
oasis-langref	related-links	Basic topic elements	specification/langRef/base/related-links.dita	https://dita-lang.org/dita/langref/base/related-links
oasis-langref	relcell	Basic map elements	specification/langRef/base/relcell.dita	https://dita-lang.org/dita/langref/base/relcell
oasis-langref	relcolspec	Basic map elements	specification/langRef/base/relcolspec.dita	https://dita-lang.org/dita/langref/base/relcolspec
oasis-langref	relheader	Basic map elements	specification/langRef/base/relheader.dita	https://dita-lang.org/dita/langref/base/relheader
oasis-langref	relrow	Basic map elements	specification/langRef/base/relrow.dita	https://dita-lang.org/dita/langref/base/relrow
oasis-langref	reltable	Basic map elements	specification/langRef/base/reltable.dita	https://dita-lang.org/dita/langref/base/reltable
oasis-langref	required-cleanup	Legacy conversion elements	specification/langRef/base/required-cleanup.dita	https://dita-lang.org/dita/langref/base/required-cleanup
oasis-langref	resourceid	Lifecycle management metadata	specification/langRef/base/resourceid.dita	https://dita-lang.org/dita/langref/base/resourceid
oasis-langref	revised	Lifecycle management metadata	specification/langRef/base/revised.dita	https://dita-lang.org/dita/langref/base/revised
oasis-langref	row	Table elements	specification/langRef/base/row.dita	https://dita-lang.org/dita/langref/base/row
oasis-langref	schemeref	Subject scheme elements	specification/langRef/base/schemeref.dita	https://dita-lang.org/dita/langref/base/schemeref
oasis-langref	searchtitle	Alternative-titles domain elements	specification/langRef/base/searchtitle.dita	https://dita-lang.org/dita/langref/base/searchtitle
oasis-langref	section	Body elements	specification/langRef/base/section.dita	https://dita-lang.org/dita/langref/base/section
oasis-langref	series	Product information metadata	specification/langRef/base/series.dita	https://dita-lang.org/dita/langref/base/series
oasis-langref	shape	Utilities domain elements	specification/langRef/base/shape.dita	https://dita-lang.org/dita/langref/base/shape
oasis-langref	shortdesc	Basic topic elements	specification/langRef/base/shortdesc.dita	https://dita-lang.org/dita/langref/base/shortdesc
oasis-langref	simpletable	Table elements	specification/langRef/base/simpletable.dita	https://dita-lang.org/dita/langref/base/simpletable
oasis-langref	sl	Body elements	specification/langRef/base/sl.dita	https://dita-lang.org/dita/langref/base/sl
oasis-langref	sli	Body elements	specification/langRef/base/sli.dita	https://dita-lang.org/dita/langref/base/sli
oasis-langref	sort-as	Utilities domain elements	specification/langRef/base/sort-as.dita	https://dita-lang.org/dita/langref/base/sort-as
oasis-langref	source	Lifecycle management metadata	specification/langRef/base/source.dita	https://dita-lang.org/dita/langref/base/source
oasis-langref	stentry	Table elements	specification/langRef/base/stentry.dita	https://dita-lang.org/dita/langref/base/stentry
oasis-langref	sthead	Table elements	specification/langRef/base/sthead.dita	https://dita-lang.org/dita/langref/base/sthead
oasis-langref	strong	Emphasis domain elements	specification/langRef/base/strong.dita	https://dita-lang.org/dita/langref/base/strong
oasis-langref	strow	Table elements	specification/langRef/base/strow.dita	https://dita-lang.org/dita/langref/base/strow
oasis-langref	sub	Highlighting domain elements	specification/langRef/base/sub.dita	https://dita-lang.org/dita/langref/base/sub
oasis-langref	subjectHead	Subject scheme elements	specification/langRef/base/subjectHead.dita	https://dita-lang.org/dita/langref/base/subjecthead
oasis-langref	subjectHeadMeta	Subject scheme elements	specification/langRef/base/subjectHeadMeta.dita	https://dita-lang.org/dita/langref/base/subjectheadmeta
oasis-langref	subjectScheme	Subject scheme elements	specification/langRef/base/subjectScheme.dita	https://dita-lang.org/dita/langref/base/subjectscheme
oasis-langref	subjectdef	Subject scheme elements	specification/langRef/base/subjectdef.dita	https://dita-lang.org/dita/langref/base/subjectdef
oasis-langref	subtitle	Alternative-titles domain elements	specification/langRef/base/subtitle.dita	https://dita-lang.org/dita/langref/base/subtitle
oasis-langref	sup	Highlighting domain elements	specification/langRef/base/sup.dita	https://dita-lang.org/dita/langref/base/sup
oasis-langref	table	Table elements	specification/langRef/base/table.dita	https://dita-lang.org/dita/langref/base/table
oasis-langref	tbody	Table elements	specification/langRef/base/tbody.dita	https://dita-lang.org/dita/langref/base/tbody
oasis-langref	term	Body elements	specification/langRef/base/term.dita	https://dita-lang.org/dita/langref/base/term
oasis-langref	text	Body elements	specification/langRef/base/text.dita	https://dita-lang.org/dita/langref/base/text
oasis-langref	tgroup	Table elements	specification/langRef/base/tgroup.dita	https://dita-lang.org/dita/langref/base/tgroup
oasis-langref	thead	Table elements	specification/langRef/base/thead.dita	https://dita-lang.org/dita/langref/base/thead
oasis-langref	title	Basic topic elements	specification/langRef/base/title.dita	https://dita-lang.org/dita/langref/base/title
oasis-langref	titlealt	Basic topic elements	specification/langRef/base/titlealt.dita	https://dita-lang.org/dita/langref/base/titlealt
oasis-langref	titlehint	Alternative-titles domain elements	specification/langRef/base/titlehint.dita	https://dita-lang.org/dita/langref/base/titlehint
oasis-langref	tm	Body elements	specification/langRef/base/tm.dita	https://dita-lang.org/dita/langref/base/tm
oasis-langref	topic	Basic topic elements	specification/langRef/base/topic.dita	https://dita-lang.org/dita/langref/base/topic
oasis-langref	topicgroup	Mapgroup domain elements	specification/langRef/base/topicgroup.dita	https://dita-lang.org/dita/langref/base/topicgroup
oasis-langref	topichead	Mapgroup domain elements	specification/langRef/base/topichead.dita	https://dita-lang.org/dita/langref/base/topichead
oasis-langref	topicmeta	Basic map elements	specification/langRef/base/topicmeta.dita	https://dita-lang.org/dita/langref/base/topicmeta
oasis-langref	topicref	Basic map elements	specification/langRef/base/topicref.dita	https://dita-lang.org/dita/langref/base/topicref
oasis-langref	tt	Highlighting domain elements	specification/langRef/base/tt.dita	https://dita-lang.org/dita/langref/base/tt
oasis-langref	typeofhazard	Hazard-statement domain elements	specification/langRef/base/typeofhazard.dita	https://dita-lang.org/dita/langref/base/typeofhazard
oasis-langref	u	Highlighting domain elements	specification/langRef/base/u.dita	https://dita-lang.org/dita/langref/base/u
oasis-langref	ul	Body elements	specification/langRef/base/ul.dita	https://dita-lang.org/dita/langref/base/ul
oasis-langref	ux-window	Basic map elements	specification/langRef/base/ux-window.dita	https://dita-lang.org/dita/langref/base/ux-window
oasis-langref	video-poster	Multimedia elements	specification/langRef/base/video-poster.dita	https://dita-lang.org/dita/langref/base/video-poster
oasis-langref	video	Multimedia elements	specification/langRef/base/video.dita	https://dita-lang.org/dita/langref/base/video
oasis-langref	vrm	Product information metadata	specification/langRef/base/vrm.dita	https://dita-lang.org/dita/langref/base/vrm
oasis-langref	vrmlist	Product information metadata	specification/langRef/base/vrmlist.dita	https://dita-lang.org/dita/langref/base/vrmlist
oasis-langref	xref	Body elements	specification/langRef/base/xref.dita	https://dita-lang.org/dita/langref/base/xref
oasis-langref	Alternative-titles domain elements	Domain elements	specification/langRef/containers/alternativeTitles-d.dita	https://dita-lang.org/dita/langref/containers/alternativetitles-d
oasis-langref	Basic map elements	Map elements	specification/langRef/containers/basic-map-elements.dita	https://dita-lang.org/dita/langref/containers/basic-map-elements
oasis-langref	Basic topic elements	Topic elements	specification/langRef/containers/basic-topic-elements.dita	https://dita-lang.org/dita/langref/containers/basic-topic-elements
oasis-langref	Body elements	Topic elements	specification/langRef/containers/body-elements.dita	https://dita-lang.org/dita/langref/containers/body-elements
oasis-langref	Descriptive metadata	Metadata elements	specification/langRef/containers/descriptive-metadata.dita	https://dita-lang.org/dita/langref/containers/descriptive-metadata
oasis-langref	DITAVAL-reference domain element	Domain elements	specification/langRef/containers/ditaval-d.dita	https://dita-lang.org/dita/langref/containers/ditaval-d
oasis-langref	DITAVAL elements	Other elements	specification/langRef/containers/ditaval-elements.dita	https://dita-lang.org/dita/langref/containers/ditaval-elements
oasis-langref	Domain elements	Element reference	specification/langRef/containers/domain-elements.dita	https://dita-lang.org/dita/langref/containers/domain-elements
oasis-langref	Emphasis domain elements	Domain elements	specification/langRef/containers/emphasis-domain.dita	https://dita-lang.org/dita/langref/containers/emphasis-domain
oasis-langref	Hazard-statement domain elements	Domain elements	specification/langRef/containers/hazard-d.dita	https://dita-lang.org/dita/langref/containers/hazard-d
oasis-langref	Highlighting domain elements	Domain elements	specification/langRef/containers/hi-d.dita	https://dita-lang.org/dita/langref/containers/hi-d
oasis-langref	Indexing elements	Topic elements	specification/langRef/containers/indexing-d.dita	https://dita-lang.org/dita/langref/containers/indexing-d
oasis-langref	Legacy conversion elements	Other elements	specification/langRef/containers/legacy-conversion-elements.dita	https://dita-lang.org/dita/langref/containers/legacy-conversion-elements
oasis-langref	Lifecycle management metadata	Metadata elements	specification/langRef/containers/lifecycle-management-information.dita	https://dita-lang.org/dita/langref/containers/lifecycle-management-information
oasis-langref	Map elements	Element reference	specification/langRef/containers/map-elements.dita	https://dita-lang.org/dita/langref/containers/map-elements
oasis-langref	Mapgroup domain elements	Domain elements	specification/langRef/containers/mapgroup-d.dita	https://dita-lang.org/dita/langref/containers/mapgroup-d
oasis-langref	Multimedia elements	Topic elements	specification/langRef/containers/multimedia-elements.dita	https://dita-lang.org/dita/langref/containers/multimedia-elements
oasis-langref	Product information metadata	Metadata elements	specification/langRef/containers/product-information-metadata.dita	https://dita-lang.org/dita/langref/containers/product-information-metadata
oasis-langref	Metadata elements	Element reference	specification/langRef/containers/prolog-elements.dita	https://dita-lang.org/dita/langref/containers/prolog-elements
oasis-langref	Related links elements	Topic elements	specification/langRef/containers/related-links-elements.dita	https://dita-lang.org/dita/langref/containers/related-links-elements
oasis-langref	Specialization elements	Element reference	specification/langRef/containers/specialization-elements.dita	https://dita-lang.org/dita/langref/containers/specialization-elements
oasis-langref	Subject scheme elements	Map elements	specification/langRef/containers/subjectScheme.dita	https://dita-lang.org/dita/langref/containers/subjectscheme
oasis-langref	Table elements	Topic elements	specification/langRef/containers/table-elements.dita	https://dita-lang.org/dita/langref/containers/table-elements
